,ID,year,month,quarter,country,gender,age,visit_purpose,num_visits,revisit_indicator,travel_type,satisfaction,revisit_intent,recommend_intent,visit_local_indicator,seoul,gyeonggi,incheon,gangwon,chungcheong,gyeongsang,jeolla,jeju,planned_activity,stay_duration,total_duration,total_expense,accommodation_cost,food_cost,shopping_cost,accommodation_percent,food_percent,shopping_percent,food,landscape,heritage,language,safety,budget,accommodation,transport,navigation,cluster
49620,100.0,2018,1,1,3,1,3,1,4,1,1,5,3,5,0,1,0,0,0,0,0,0,0,4.0,9.0,10.0,602.9883,187.1343,138.618,184.82399999999998,0.3103448275862069,0.22988505747126436,0.3065134099616858,5,5,5,5,5,5,5,5,5,4
49621,100.0,2018,2,1,1,2,3,1,2,1,1,4,4,4,0,1,0,0,0,0,0,0,0,4.0,3.0,4.0,1403.91,111.15,855.0,342.0,0.07917174177831912,0.6090133982947624,0.24360535931790497,4,5,5,4,5,4,5,5,5,3
49625,100.0,2018,6,2,1,2,2,1,3,1,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,3.0,4.0,1421.992,125.84,786.5,94.38,0.08849557522123894,0.5530973451327433,0.0663716814159292,5,5,5,5,5,5,5,5,5,3
49627,100.0,2018,12,4,1,2,2,1,1,0,1,4,4,4,0,1,0,0,0,0,0,0,0,4.0,5.0,6.0,739.5,145.0,290.0,217.49999999999997,0.19607843137254902,0.39215686274509803,0.2941176470588235,4,3,3,3,5,4,4,5,4,2
49630,101.0,2018,3,1,1,2,5,1,4,1,1,5,4,4,2,0,0,0,0,0,0,1,0,99.0,6.0,7.0,393.75,0.0,78.75,157.5,0.0,0.2,0.4,4,5,5,4,5,5,3,4,4,3
49631,101.0,2018,4,2,1,2,2,1,3,1,1,5,5,5,1,1,0,1,0,0,0,0,0,4.0,6.0,7.0,2299.9900000000002,478.5,797.5,797.5,0.20804438280166435,0.3467406380027739,0.3467406380027739,5,5,5,5,5,5,5,5,5,0
49632,101.0,2018,5,2,1,1,2,1,4,1,1,5,4,5,1,1,1,0,0,1,0,0,0,99.0,6.0,7.0,865.1499999999999,78.64999999999999,471.9,157.29999999999998,0.09090909090909091,0.5454545454545455,0.18181818181818182,3,4,4,4,5,3,4,5,5,4
49633,101.0,2018,6,2,1,1,2,1,4,1,1,4,4,4,1,1,0,1,0,0,0,0,0,99.0,6.0,7.0,1179.75,0.0,786.5,314.59999999999997,0.0,0.6666666666666666,0.26666666666666666,4,5,5,5,5,4,5,4,4,4
49634,101.0,2018,7,3,1,2,2,1,2,1,1,4,3,3,0,1,0,0,0,0,0,0,0,4.0,9.0,10.0,1854.0899999999997,654.0,588.6,490.5,0.35273368606701944,0.3174603174603175,0.2645502645502646,3,5,5,4,4,4,4,4,3,3
49635,101.0,2018,12,4,1,2,4,1,1,0,1,4,5,5,0,1,0,0,0,0,0,0,0,6.0,2.0,3.0,449.5,145.0,145.0,115.99999999999999,0.3225806451612903,0.3225806451612903,0.25806451612903225,4,5,5,4,5,4,5,5,4,2
49636,102.0,2018,1,1,5,2,1,1,3,1,1,5,5,5,2,0,0,0,0,0,1,0,0,99.0,29.0,30.0,1150.0,0.0,600.0,450.0,0.0,0.5217391304347826,0.391304347826087,4,5,5,4,5,4,5,4,5,0
49639,102.0,2018,4,2,1,2,2,1,3,1,1,4,5,5,1,1,1,0,0,0,0,0,0,99.0,6.0,7.0,1260.0,0.0,1000.0,200.0,0.0,0.7936507936507936,0.15873015873015872,5,5,5,5,5,5,5,5,5,0
49641,102.0,2018,6,2,1,1,6,1,1,0,1,5,5,4,1,1,0,0,0,0,1,0,0,99.0,21.0,22.0,547.7802,0.0,182.5934,273.8901,0.0,0.3333333333333333,0.5,2,5,5,3,5,4,5,5,4,5
49642,102.0,2018,7,3,1,2,2,1,4,1,1,4,4,4,1,1,0,0,0,0,1,0,0,99.0,18.0,19.0,1082.37,654.0,261.6,65.4,0.6042296072507554,0.24169184290030216,0.06042296072507554,4,5,5,3,5,3,4,4,4,0
49645,103.0,2018,2,1,1,2,1,1,1,0,1,4,4,4,1,1,0,0,0,0,0,0,1,6.0,6.0,7.0,2458.2999999999997,475.79999999999995,475.79999999999995,285.47999999999996,0.1935483870967742,0.1935483870967742,0.11612903225806451,4,4,4,3,4,4,5,4,4,6
49646,103.0,2018,3,1,1,1,6,1,1,0,1,4,2,3,1,1,0,1,0,0,0,0,0,2.0,2.0,3.0,299.25,94.5,0.0,157.5,0.3157894736842105,0.0,0.5263157894736842,4,5,5,2,5,3,4,5,4,5
49647,103.0,2018,4,2,1,2,2,1,2,1,1,5,4,4,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,1096.5625,223.3,478.5,319.0,0.20363636363636364,0.43636363636363634,0.2909090909090909,5,4,4,4,4,4,5,5,4,3
49649,103.0,2018,6,2,1,1,6,1,4,1,1,4,4,4,1,1,0,0,0,1,0,0,0,99.0,19.0,20.0,1337.0500000000002,0.0,786.5,471.9,0.0,0.588235294117647,0.35294117647058815,4,5,5,2,5,4,4,5,5,4
49651,103.0,2018,12,4,1,2,2,1,4,1,1,5,4,4,0,1,0,0,0,0,0,0,0,4.0,3.0,4.0,1841.5,203.0,1450.0,145.0,0.11023622047244094,0.7874015748031497,0.07874015748031496,5,5,5,5,5,5,5,5,5,3
49653,104.0,2018,2,1,1,2,2,1,1,0,1,4,4,4,1,1,0,0,0,0,0,0,1,4.0,6.0,7.0,1530.4899999999998,237.89999999999998,317.2,317.2,0.15544041450777202,0.2072538860103627,0.2072538860103627,3,4,4,3,4,4,5,4,3,6
49654,104.0,2018,4,2,1,2,2,1,1,0,1,3,1,2,1,1,1,0,0,0,0,0,0,4.0,4.0,5.0,515.0,125.0,250.0,100.0,0.24271844660194175,0.4854368932038835,0.1941747572815534,3,3,3,4,4,3,3,1,4,6
49655,104.0,2018,5,2,1,1,6,1,1,0,1,4,4,4,1,1,0,0,1,0,0,0,0,99.0,11.0,12.0,1730.3,786.5,157.29999999999998,629.1999999999999,0.45454545454545453,0.0909090909090909,0.3636363636363636,4,4,4,4,5,3,5,4,4,5
49656,104.0,2018,6,2,1,1,5,1,3,1,1,4,3,4,1,1,0,0,0,0,1,0,0,99.0,9.0,10.0,1572.9999999999998,0.0,629.1999999999999,629.1999999999999,0.0,0.4,0.4,4,4,4,2,5,5,4,5,4,4
49657,104.0,2018,7,3,1,1,3,1,2,1,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,5.0,6.0,612.9499999999999,269.09999999999997,149.5,74.75,0.43902439024390244,0.24390243902439027,0.12195121951219513,5,5,5,5,5,5,5,5,5,4
49658,104.0,2018,12,4,1,2,3,1,4,1,1,5,5,5,0,1,0,0,0,0,0,0,0,4.0,3.0,4.0,652.4999999999999,0.0,434.99999999999994,217.49999999999997,0.0,0.6666666666666667,0.33333333333333337,4,5,5,3,5,4,4,4,5,3
49660,105.0,2018,2,1,1,2,2,1,1,0,1,4,4,4,1,1,1,0,0,0,0,0,0,5.0,4.0,5.0,2347.28,277.55,1586.0,317.2,0.11824324324324324,0.6756756756756757,0.13513513513513511,4,5,5,4,5,4,5,4,4,6
49661,105.0,2018,4,2,1,2,2,1,1,0,1,3,3,3,0,1,0,0,0,0,0,0,0,3.0,6.0,7.0,1196.25,159.5,638.0,319.0,0.13333333333333333,0.5333333333333333,0.26666666666666666,5,5,5,5,5,4,5,5,5,2
49662,105.0,2018,5,2,1,2,2,1,4,1,1,4,4,4,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,1966.25,157.29999999999998,1573.0,157.29999999999998,0.07999999999999999,0.8,0.07999999999999999,3,5,5,4,5,5,4,3,4,3
49663,105.0,2018,6,2,1,2,4,1,4,1,1,5,4,4,0,1,0,0,0,0,0,0,0,3.0,2.0,3.0,314.59999999999997,0.0,157.29999999999998,125.84,0.0,0.5,0.4000000000000001,5,5,5,1,5,5,5,5,5,3
49664,105.0,2018,7,3,1,2,2,1,4,1,1,5,4,4,0,1,0,0,0,0,0,0,0,99.0,4.0,5.0,2063.1,179.4,1495.0,299.0,0.08695652173913045,0.7246376811594203,0.14492753623188406,4,4,4,3,4,4,4,1,4,3
49668,106.0,2018,4,2,1,2,3,1,4,1,1,5,4,4,0,1,0,0,0,0,0,0,0,2.0,3.0,4.0,757.625,63.800000000000004,478.5,159.5,0.08421052631578949,0.631578947368421,0.21052631578947367,5,5,5,5,5,5,5,5,5,3
49669,106.0,2018,5,2,1,1,2,1,4,1,1,4,4,5,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,5065.0599999999995,204.48999999999998,4719.0,110.11,0.040372670807453416,0.9316770186335405,0.02173913043478261,3,5,5,5,5,5,5,5,5,4
49670,106.0,2018,6,2,1,2,5,1,2,1,1,4,4,5,2,0,1,0,0,0,1,0,0,99.0,9.0,10.0,1573.0,314.59999999999997,471.9,471.9,0.19999999999999998,0.3,0.3,2,5,5,2,5,3,5,4,4,3
49671,106.0,2018,7,3,1,1,6,1,3,1,1,4,4,4,0,1,0,0,0,0,0,0,0,99.0,29.0,30.0,306.8534,0.0,0.0,263.0172,0.0,0.0,0.8571428571428571,4,5,5,3,5,4,3,5,3,4
49672,106.0,2018,12,4,1,2,2,1,3,1,1,5,5,5,1,1,0,0,1,0,0,0,0,99.0,5.0,6.0,604.5,48.75,325.0,65.0,0.08064516129032258,0.5376344086021505,0.10752688172043011,5,5,5,5,5,5,5,5,5,0
49673,107.0,2018,1,1,5,1,2,1,3,1,1,5,5,5,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,338.844,184.82399999999998,61.608,61.608,0.5454545454545454,0.18181818181818182,0.18181818181818182,5,5,5,4,5,5,5,5,5,4
49674,107.0,2018,2,1,1,2,2,1,4,1,1,5,5,5,0,1,0,0,0,0,0,0,0,4.0,2.0,3.0,1022.97,31.72,793.0,158.6,0.031007751937984496,0.7751937984496123,0.15503875968992248,5,5,5,5,5,5,5,5,5,3
49675,107.0,2018,4,2,1,2,3,1,4,1,1,4,4,4,1,1,1,0,0,1,0,0,0,99.0,3.0,4.0,1044.725,0.0,797.5,159.5,0.0,0.7633587786259542,0.15267175572519084,5,5,5,4,5,5,5,4,4,0
49681,108.0,2018,2,1,1,2,2,1,4,1,1,5,5,4,1,1,1,0,0,0,0,0,0,99.0,7.0,8.0,5106.92,0.0,4758.0,317.2,0.0,0.9316770186335404,0.062111801242236024,4,5,5,4,5,4,4,5,5,0
49682,108.0,2018,4,2,1,2,3,1,3,1,1,5,4,4,0,1,0,0,0,0,0,0,0,4.0,9.0,10.0,1156.375,79.75,797.5,239.25,0.06896551724137931,0.6896551724137931,0.20689655172413793,4,5,5,3,5,4,4,4,3,3
49684,108.0,2018,6,2,1,2,3,1,4,1,1,5,5,5,0,1,0,0,0,0,0,0,0,4.0,2.0,3.0,1604.4600000000003,62.92,1415.7,78.64999999999999,0.039215686274509796,0.8823529411764705,0.04901960784313724,5,5,5,5,5,5,5,5,5,3
49685,108.0,2018,12,4,1,2,5,1,2,1,1,5,5,5,1,1,0,0,1,0,1,0,1,2.0,7.0,8.0,1017.25,260.0,32.5,260.0,0.25559105431309903,0.03194888178913738,0.25559105431309903,5,5,5,5,5,5,5,5,5,0
49687,109.0,2018,4,2,1,2,3,1,3,1,1,4,4,4,0,1,0,0,0,0,0,0,0,4.0,8.0,9.0,1595.0,319.0,638.0,478.5,0.2,0.4,0.3,3,4,4,3,4,4,3,4,4,3
49690,109.0,2018,12,4,1,2,5,1,4,1,1,5,4,4,0,1,0,0,0,0,0,0,0,4.0,2.0,3.0,520.0,97.5,325.0,81.25,0.1875,0.625,0.15625,4,4,4,3,4,4,4,4,4,3
49692,110.0,2018,4,2,1,2,4,1,4,1,1,5,4,4,1,1,0,0,0,1,0,0,0,99.0,17.0,18.0,3072.7125,0.0,2793.375,186.225,0.0,0.9090909090909091,0.0606060606060606,5,5,5,4,5,5,4,5,5,0
49695,110.0,2018,12,4,1,2,3,1,4,1,1,5,4,4,0,1,0,0,0,0,0,0,0,4.0,7.0,8.0,1835.7,174.0,1450.0,145.0,0.0947867298578199,0.7898894154818326,0.07898894154818326,5,5,5,5,5,5,5,5,5,3
49696,111.0,2018,1,1,4,2,6,1,1,0,1,5,5,5,1,1,1,0,0,0,0,0,0,99.0,9.0,10.0,510.0,200.0,85.0,200.0,0.39215686274509803,0.16666666666666666,0.39215686274509803,4,5,5,5,5,5,5,5,4,6
49697,111.0,2018,2,1,1,2,3,1,2,1,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,6.0,7.0,4722.3150000000005,277.55,3965.0,158.6,0.05877413937867338,0.8396305625524768,0.03358522250209907,5,5,5,3,5,3,5,5,5,3
49699,111.0,2018,5,2,1,2,3,1,4,1,1,5,5,5,0,1,0,0,0,0,0,0,0,4.0,2.0,3.0,3389.815,125.84,3146.0,78.64999999999999,0.037122969837587005,0.9280742459396751,0.023201856148491875,5,5,5,5,5,5,5,4,5,3
49701,112.0,2018,1,1,4,2,2,1,4,1,1,5,5,5,0,1,0,0,0,0,0,0,0,99.0,8.0,9.0,405.0,0.0,250.0,100.0,0.0,0.6172839506172839,0.24691358024691357,5,5,5,5,5,5,5,5,5,3
49703,112.0,2018,4,2,1,2,5,1,4,1,1,4,4,4,1,1,0,0,0,0,1,0,0,99.0,21.0,22.0,558.25,0.0,159.5,319.0,0.0,0.2857142857142857,0.5714285714285714,3,5,5,2,5,4,4,4,4,0
49704,112.0,2018,5,2,1,2,3,1,3,1,1,5,4,4,0,1,0,0,0,0,0,0,0,3.0,4.0,5.0,1209.681275,456.4835,456.4835,228.24175,0.37735849056603776,0.37735849056603776,0.18867924528301888,5,4,4,4,4,4,5,5,5,3
49706,113.0,2018,4,2,1,1,5,1,1,0,1,4,4,4,0,1,0,0,0,0,0,0,0,3.0,4.0,5.0,1403.6,191.4,797.5,159.5,0.13636363636363638,0.5681818181818182,0.11363636363636365,5,5,5,5,5,5,5,5,5,1
49708,114.0,2018,2,1,1,2,5,1,1,0,1,4,3,4,0,1,0,0,0,0,0,0,0,99.0,4.0,5.0,1760.4599999999998,126.88,1268.8,317.2,0.07207207207207207,0.7207207207207208,0.1801801801801802,4,4,4,3,5,3,5,4,4,2
49709,114.0,2018,4,2,1,1,5,1,1,0,1,4,4,4,1,1,1,1,0,0,0,0,0,2.0,9.0,10.0,797.5,159.5,159.5,398.75,0.2,0.2,0.5,4,5,5,4,5,5,5,5,4,5
49711,115.0,2018,2,1,1,2,2,1,1,0,1,5,4,4,1,1,0,0,1,0,0,0,0,4.0,12.0,13.0,951.5999999999999,0.0,237.89999999999998,317.2,0.0,0.25,0.33333333333333337,5,5,5,2,5,3,5,3,4,6
49712,115.0,2018,4,2,1,1,5,1,4,1,1,4,4,4,1,1,0,0,0,1,0,0,0,99.0,19.0,20.0,2089.45,0.0,1595.0,478.5,0.0,0.7633587786259542,0.22900763358778628,4,4,4,3,5,4,4,5,4,4
49714,116.0,2018,2,1,1,2,2,1,1,0,1,3,3,3,1,1,0,0,0,0,1,0,0,6.0,14.0,15.0,2775.5,396.5,1586.0,475.79999999999995,0.14285714285714285,0.5714285714285714,0.1714285714285714,3,4,4,3,3,3,3,5,4,6
49717,117.0,2018,2,1,1,2,2,1,1,0,1,4,4,3,0,1,0,0,0,0,0,0,0,2.0,5.0,6.0,3425.76,0.0,3172.0,158.6,0.0,0.9259259259259258,0.046296296296296294,5,4,4,4,5,4,5,5,5,2
49719,117.0,2018,5,2,1,2,2,1,4,1,1,4,4,4,0,1,0,0,0,0,0,0,0,3.0,2.0,3.0,726.1800000000001,63.70000000000001,382.20000000000005,254.80000000000004,0.08771929824561404,0.5263157894736842,0.3508771929824562,4,4,4,3,4,4,4,4,4,3
49720,118.0,2018,2,1,1,2,2,1,2,1,1,4,3,4,0,1,0,0,0,0,0,0,0,2.0,4.0,5.0,1273.558,237.89999999999998,634.4,317.2,0.186799501867995,0.49813200498132004,0.24906600249066002,4,3,3,3,4,4,4,4,4,3
49722,118.0,2018,5,2,2,2,3,1,4,1,1,4,4,4,0,1,0,0,0,0,0,0,0,3.0,5.0,6.0,458.8237500000001,280.9125,18.7275,93.6375,0.6122448979591836,0.040816326530612235,0.2040816326530612,4,5,5,3,4,4,3,4,3,3
49723,119.0,2018,2,1,1,2,2,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,2.0,5.0,6.0,555.0999999999999,79.3,158.6,317.2,0.14285714285714288,0.28571428571428575,0.5714285714285715,5,5,5,5,5,5,5,4,4,2
49724,119.0,2018,4,2,1,2,2,1,1,0,1,4,5,5,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,1302.4110937499997,186.225,931.125,139.66875,0.14298480786416445,0.7149240393208223,0.10723860589812334,4,5,5,5,5,4,4,5,4,2
49725,119.0,2018,5,2,2,1,2,1,2,1,1,4,4,4,0,1,0,0,0,0,0,0,0,4.0,5.0,6.0,1114.2862499999999,524.37,374.55,149.82,0.4705882352941177,0.33613445378151263,0.13445378151260506,5,3,3,3,4,4,5,4,5,4
49727,120.0,2018,4,2,1,2,3,1,2,1,1,5,5,5,0,1,0,0,0,0,0,0,0,99.0,3.0,4.0,498.79999999999995,240.8,103.2,103.2,0.48275862068965525,0.20689655172413796,0.20689655172413796,5,5,5,3,5,3,5,5,5,3
49728,121.0,2018,2,1,1,2,1,1,3,1,1,4,4,4,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,2188.6800000000003,507.52,1268.8,317.2,0.23188405797101444,0.5797101449275361,0.14492753623188404,5,4,4,4,4,4,5,4,4,3
49729,121.0,2018,4,2,1,2,3,1,1,0,1,5,4,4,0,1,0,0,0,0,0,0,0,4.0,5.0,6.0,813.5599999999998,68.8,516.0,172.0,0.08456659619450319,0.6342494714587739,0.21141649048625796,4,4,4,4,4,4,4,4,4,2
49730,122.0,2018,2,1,1,2,3,1,3,1,1,5,5,5,0,1,0,0,0,0,0,0,0,6.0,3.0,4.0,6489.383333333334,528.6666666666666,5286.666666666667,528.6666666666666,0.08146639511201628,0.8146639511201629,0.08146639511201628,5,5,5,5,5,5,5,5,5,3
49732,124.0,2018,2,1,1,2,2,1,1,0,1,4,4,4,0,1,0,0,0,0,0,0,0,99.0,5.0,6.0,342.00000000000006,171.0,51.300000000000004,68.4,0.49999999999999994,0.15,0.19999999999999998,4,4,4,4,5,4,4,4,4,2
49733,125.0,2018,2,1,1,2,2,1,3,1,1,4,4,4,0,1,0,0,0,0,0,0,0,3.0,5.0,6.0,855.0000000000002,273.6,342.0,136.8,0.31999999999999995,0.3999999999999999,0.15999999999999998,5,4,4,4,5,3,5,4,3,3
49734,126.0,2018,2,1,1,2,5,1,1,0,1,4,4,4,0,1,0,0,0,0,0,0,0,99.0,4.0,5.0,1744.2,513.0,684.0,342.0,0.29411764705882354,0.39215686274509803,0.19607843137254902,4,4,4,4,4,4,4,4,3,2
49737,201.0,2018,1,1,1,2,4,1,2,1,1,4,4,5,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,588.8,128.0,320.0,96.0,0.2173913043478261,0.5434782608695653,0.16304347826086957,5,5,5,5,5,5,5,5,5,3
49740,201.0,2018,4,2,5,2,2,1,1,0,1,5,3,5,0,1,0,0,0,0,0,0,0,3.0,6.0,7.0,579.839,172.718,185.055,123.37,0.29787234042553185,0.3191489361702127,0.21276595744680848,5,5,5,5,5,3,2,5,5,2
49743,201.0,2018,7,3,3,1,5,1,1,0,1,3,3,3,1,1,0,0,0,0,1,0,1,6.0,8.0,9.0,657.543,493.15725,65.7543,32.87715,0.75,0.1,0.05,3,4,4,3,4,3,4,4,5,5
49745,201.0,2018,9,3,4,2,2,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,3.0,4.0,282.976,114.72,76.48,76.48,0.40540540540540543,0.2702702702702703,0.2702702702702703,5,5,5,5,5,5,5,5,5,2
49746,201.0,2018,10,4,4,1,5,1,2,1,1,5,5,5,0,1,0,0,0,0,0,0,0,99.0,6.0,7.0,440.0,0.0,100.0,300.0,0.0,0.22727272727272727,0.6818181818181818,5,5,5,5,5,5,5,5,5,4
49749,202.0,2018,1,1,1,2,2,1,3,1,1,4,4,4,0,1,0,0,0,0,0,0,0,7.0,9.0,10.0,1152.0,256.0,320.0,192.0,0.2222222222222222,0.2777777777777778,0.16666666666666666,4,4,4,3,4,3,3,4,2,3
49752,202.0,2018,4,2,4,1,5,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,99.0,5.0,6.0,865.94625,372.45,186.225,279.3375,0.43010752688172044,0.21505376344086022,0.3225806451612903,5,5,5,5,5,5,4,5,5,1
49753,202.0,2018,5,2,4,2,2,1,2,1,1,4,5,5,1,1,0,0,1,0,0,0,0,99.0,8.0,9.0,570.0,0.0,150.0,400.0,0.0,0.2631578947368421,0.7017543859649122,4,4,4,4,5,4,5,5,5,0
49755,202.0,2018,7,3,4,1,2,1,1,0,1,5,4,4,1,1,0,0,0,0,1,0,0,6.0,10.0,11.0,1911.0,735.0,514.5,367.5,0.38461538461538464,0.2692307692307692,0.19230769230769232,3,5,5,3,5,5,5,4,3,5
49757,202.0,2018,9,3,4,2,3,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,2.0,2.0,3.0,152.96,26.768,84.128,15.296000000000001,0.175,0.5499999999999999,0.1,5,5,5,4,5,5,5,5,5,2
49758,202.0,2018,10,4,1,2,4,1,2,1,1,4,4,4,0,1,0,0,0,0,0,0,0,3.0,7.0,8.0,2779.65,447.3,191.7,639.0,0.16091954022988506,0.06896551724137931,0.22988505747126436,4,4,4,4,5,4,4,4,4,3
49760,202.0,2018,12,4,5,1,2,1,1,0,1,4,5,5,1,1,0,0,0,0,1,0,0,8.0,34.0,35.0,1218.405,680.04,56.67,170.01,0.5581395348837209,0.046511627906976744,0.13953488372093023,4,5,5,3,4,5,3,5,4,5
49761,203.0,2018,1,1,2,2,2,1,4,1,1,5,5,5,0,1,0,0,0,0,0,0,0,1.0,4.0,5.0,295.46999999999997,42.21,160.8,20.1,0.14285714285714288,0.54421768707483,0.06802721088435375,4,5,5,4,5,4,4,5,5,3
49762,203.0,2018,2,1,99,2,2,1,1,0,1,4,2,4,1,1,0,0,1,0,0,0,0,99.0,9.0,10.0,2114.97,995.28,248.82,622.05,0.4705882352941177,0.11764705882352942,0.29411764705882354,3,5,5,2,5,3,2,4,3,6
49763,203.0,2018,3,1,4,2,2,1,1,0,1,4,4,4,1,1,1,1,0,1,1,1,0,3.0,9.0,10.0,1102.8,413.55,275.7,275.7,0.375,0.25,0.25,4,4,4,3,4,4,4,5,2,6
49764,203.0,2018,4,2,3,1,2,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,6.0,5.0,6.0,690.0,320.0,200.0,150.0,0.463768115942029,0.2898550724637681,0.21739130434782608,3,4,4,3,5,3,4,5,4,1
49765,203.0,2018,5,2,4,1,3,1,1,0,1,5,5,5,1,1,0,0,0,0,1,0,0,2.0,13.0,14.0,727.8040000000001,252.98,116.75999999999999,194.6,0.3475935828877005,0.160427807486631,0.267379679144385,5,5,5,5,5,5,5,5,5,5
49767,203.0,2018,7,3,4,1,2,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,8.0,5.0,6.0,1082.565,262.44,65.61,656.1,0.2424242424242424,0.0606060606060606,0.6060606060606061,5,5,5,3,5,4,5,5,5,1
49769,203.0,2018,9,3,4,1,3,1,1,0,1,5,5,5,1,1,1,0,1,0,0,0,0,6.0,14.0,15.0,711.264,382.40000000000003,114.72,114.72,0.5376344086021506,0.16129032258064516,0.16129032258064516,5,5,5,4,5,5,5,5,5,5
49770,203.0,2018,10,4,2,1,2,1,2,1,1,4,4,4,1,1,0,0,1,0,1,0,0,99.0,8.0,9.0,1641.6,136.8,729.6,656.64,0.08333333333333334,0.4444444444444445,0.4,5,4,4,2,3,4,5,4,3,4
49771,203.0,2018,11,4,2,2,2,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,4.0,3.0,4.0,1030.2,303.0,424.2,242.4,0.29411764705882354,0.4117647058823529,0.23529411764705882,5,5,5,4,5,5,5,5,5,2
49772,203.0,2018,12,4,5,1,2,1,1,0,1,5,4,4,1,1,0,0,1,0,1,0,0,3.0,13.0,14.0,1569.759,396.69,566.6999999999999,396.69,0.2527075812274368,0.3610108303249097,0.2527075812274368,5,5,5,3,5,4,3,4,4,5
49776,204.0,2018,4,2,3,1,3,1,1,0,1,5,5,5,1,1,0,1,0,0,0,0,0,2.0,12.0,13.0,700.0,0.0,400.0,200.0,0.0,0.5714285714285714,0.2857142857142857,5,5,5,5,5,5,5,5,5,5
49777,204.0,2018,5,2,4,2,1,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,1.0,16.0,17.0,1524.3666666666666,518.9333333333333,389.2,259.46666666666664,0.3404255319148936,0.25531914893617025,0.1702127659574468,5,5,5,5,5,5,5,5,5,2
49779,204.0,2018,7,3,2,2,2,1,1,0,1,5,5,5,1,1,0,0,1,0,1,0,0,6.0,7.0,8.0,701.3792,306.85339999999997,219.18099999999998,131.5086,0.43749999999999994,0.3125,0.1875,5,5,5,5,5,5,5,5,5,6
49782,204.0,2018,10,4,2,1,3,1,3,1,1,3,3,3,0,1,0,0,0,0,0,0,0,3.0,6.0,7.0,624.65,286.75,155.0,124.0,0.45905707196029777,0.24813895781637718,0.19851116625310175,4,4,4,3,3,4,4,4,4,4
49783,204.0,2018,11,4,2,2,3,1,2,1,1,3,3,3,0,1,0,0,0,0,0,0,0,8.0,5.0,6.0,2014.95,363.6,924.15,242.4,0.1804511278195489,0.45864661654135336,0.12030075187969924,4,3,3,3,5,4,4,4,4,3
49784,204.0,2018,12,4,5,2,2,1,4,1,1,5,5,5,0,1,0,0,0,0,0,0,0,2.0,52.0,53.0,1904.1119999999999,510.03,226.68,340.02,0.26785714285714285,0.11904761904761905,0.17857142857142858,5,5,5,5,5,4,4,4,3,3
49786,205.0,2018,2,1,5,2,2,1,3,1,1,5,5,5,1,1,1,0,0,0,0,0,0,4.0,28.0,29.0,1018.16,213.6,445.0,267.0,0.2097902097902098,0.4370629370629371,0.26223776223776224,5,5,5,5,5,5,5,5,5,0
49787,205.0,2018,3,1,5,2,2,1,1,0,1,5,4,4,1,1,0,0,0,1,0,1,1,2.0,14.0,15.0,866.2500000000001,350.00000000000006,26.250000000000004,350.00000000000006,0.40404040404040403,0.030303030303030304,0.40404040404040403,3,5,5,3,4,3,5,4,4,6
49788,205.0,2018,4,2,3,1,5,1,1,0,1,5,4,5,2,0,0,1,0,0,0,0,0,2.0,30.0,31.0,4376.287499999999,2793.375,838.0124999999999,372.45,0.6382978723404256,0.19148936170212766,0.08510638297872342,5,5,5,5,5,5,5,5,5,5
49794,205.0,2018,10,4,2,2,2,1,1,0,1,4,4,3,1,1,0,0,1,0,0,0,0,2.0,6.0,7.0,961.0,93.0,310.0,310.0,0.0967741935483871,0.3225806451612903,0.3225806451612903,4,4,4,3,3,3,4,4,4,6
49795,205.0,2018,11,4,2,2,2,1,4,1,1,5,4,4,1,1,0,0,1,0,0,0,0,4.0,9.0,10.0,1212.0,0.0,606.0,606.0,0.0,0.5,0.5,5,5,5,5,5,5,5,5,5,0
49796,205.0,2018,12,4,5,2,4,1,4,1,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,40.0,41.0,5667.0,2720.16,906.72,1700.1,0.48,0.16,0.3,5,5,5,4,5,5,5,5,5,3
49800,206.0,2018,4,2,3,2,5,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,6.0,12.0,13.0,12150.0,0.0,1000.0,1125.0,0.0,0.0823045267489712,0.09259259259259259,4,5,5,4,5,5,4,5,5,2
