,ID,year,month,quarter,country,gender,age,visit_purpose,num_visits,revisit_indicator,travel_type,satisfaction,revisit_intent,recommend_intent,visit_local_indicator,seoul,gyeonggi,incheon,gangwon,chungcheong,gyeongsang,jeolla,jeju,planned_activity,stay_duration,total_duration,total_expense,accommodation_cost,food_cost,shopping_cost,accommodation_percent,food_percent,shopping_percent,food,landscape,heritage,language,safety,budget,accommodation,transport,navigation,cluster
13827,16549.0,2024,11,4,2,2,4,1,4,1,1,5,5,5,1,1,0,1,1,0,0,0,0,2.0,6.0,7.0,3425.9999999999995,794.1059602649007,680.6622516556291,1134.4370860927154,0.2317880794701987,0.19867549668874174,0.3311258278145696,3,5,5,3,3,3,3,3,3,0
13843,16569.0,2024,11,4,5,1,3,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,2.0,17.0,18.0,1903.475,359.8774723676556,221.4630599185573,387.56035485747526,0.18906340895869694,0.11634671320535195,0.2036067481093659,4,5,5,4,5,4,5,4,5,1
13851,16577.0,2024,11,4,3,2,3,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,2.0,2.0,3.0,990.0,120.0,100.0,200.0,0.12121212121212122,0.10101010101010101,0.20202020202020202,5,5,5,5,5,5,5,5,5,2
13861,16588.0,2024,11,4,4,1,5,1,1,0,1,5,5,5,1,1,0,0,0,0,1,0,0,4.0,10.0,11.0,2474.9999999999995,1016.4271047227926,127.05338809034907,127.05338809034907,0.4106776180698153,0.05133470225872691,0.05133470225872691,5,5,5,3,5,5,4,5,3,5
13867,16595.0,2024,11,4,5,2,2,1,1,0,1,5,5,5,1,1,0,0,0,0,0,1,0,2.0,12.0,13.0,3099.9449999999993,599.9189831104854,381.7666256157635,872.6094299788879,0.19352568613652357,0.12315270935960591,0.28149190710767064,5,5,5,5,5,5,5,5,5,6
13869,16597.0,2024,11,4,5,1,2,1,1,0,1,5,5,5,1,1,1,0,0,0,0,0,0,2.0,3.0,4.0,1414.0099999999995,342.79030303030294,160.6829545454545,32.136590909090906,0.24242424242424243,0.11363636363636363,0.02272727272727273,5,5,5,5,5,5,5,5,5,5
13870,16598.0,2024,11,4,99,1,2,1,1,0,1,5,5,5,1,1,0,0,0,0,1,1,0,2.0,12.0,13.0,1957.86,435.08,326.31,217.54,0.22222222222222224,0.16666666666666669,0.11111111111111112,5,5,5,4,5,5,5,5,5,5
13871,16599.0,2024,11,4,5,1,6,1,1,0,1,5,4,5,0,1,0,0,0,0,0,0,0,2.0,1.0,2.0,1957.86,157.89193548387095,78.94596774193548,26.31532258064516,0.08064516129032258,0.04032258064516129,0.013440860215053764,5,5,5,5,5,5,5,5,4,1
13872,16600.0,2024,11,4,3,2,3,1,1,0,1,5,5,5,1,1,0,0,0,0,1,0,1,1.0,12.0,13.0,4760.0,1057.7777777777778,117.53086419753087,1527.9012345679012,0.22222222222222224,0.02469135802469136,0.32098765432098764,4,5,4,4,5,5,5,5,5,6
13877,16605.0,2024,11,4,5,2,3,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,6.0,7.0,2213.4695,761.39,435.08000000000004,435.08000000000004,0.34398034398034394,0.19656019656019658,0.19656019656019658,4,5,5,5,5,5,5,5,4,2
13898,16626.0,2024,11,4,2,2,2,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,1.0,6.0,7.0,1010.494,150.82,226.23,150.82,0.14925373134328357,0.22388059701492535,0.14925373134328357,5,5,5,5,5,5,5,5,5,2
13941,16680.0,2024,11,4,1,2,3,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,6.0,7.0,8.0,2160.0,209.99999999999997,300.0,1200.0,0.09722222222222221,0.1388888888888889,0.5555555555555556,5,5,5,5,5,4,4,5,5,2
13946,16686.0,2024,11,4,1,2,2,1,2,1,1,5,5,5,0,1,0,0,0,0,0,0,0,6.0,15.0,16.0,5999.999999999998,211.1613876319758,241.3273001508295,904.9773755656106,0.03519356460532931,0.04022121669180493,0.15082956259426847,5,5,5,4,5,4,5,5,5,3
13968,16717.0,2024,11,4,4,1,5,1,1,0,1,4,3,5,1,1,0,1,0,0,0,0,0,2.0,8.0,9.0,1100.1666666666667,209.55555555555554,104.77777777777777,209.55555555555554,0.19047619047619044,0.09523809523809522,0.19047619047619044,3,5,5,3,5,3,5,3,3,5
13983,16733.0,2024,11,4,2,2,5,1,1,0,1,4,4,4,0,1,0,0,0,0,0,0,0,2.0,5.0,6.0,786.6,171.0,145.35,0.0,0.21739130434782608,0.18478260869565216,0.0,5,5,4,4,4,4,4,4,4,2
13998,16749.0,2024,11,4,4,2,5,1,1,0,1,5,5,5,1,1,0,0,0,0,1,0,0,2.0,6.0,7.0,2125.5219999999995,495.0749999999999,165.02499999999998,99.01499999999999,0.2329192546583851,0.07763975155279504,0.04658385093167702,5,5,5,5,5,5,5,5,5,6
13999,16751.0,2024,11,4,4,2,3,1,1,0,1,5,5,5,1,1,0,0,1,0,0,0,0,2.0,7.0,8.0,1716.2599999999995,402.7203754399686,268.48025029331245,201.3601877199843,0.23464998044583496,0.15643332029722334,0.11732499022291748,5,5,5,5,5,5,5,5,5,6
14002,16755.0,2024,11,4,1,1,3,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,2.0,5.0,6.0,1375.0,373.91225525743295,149.56490210297318,249.27483683828862,0.2719361856417694,0.10877447425670776,0.18129079042784627,5,5,5,5,5,5,5,5,5,1
14015,16769.0,2024,11,4,4,2,2,1,2,1,1,5,4,4,1,1,0,0,1,0,0,0,0,3.0,9.0,10.0,5500.000000000002,2949.5888451912765,294.95888451912765,393.2785126921702,0.5362888809438683,0.05362888809438683,0.0715051841258491,5,5,5,4,5,4,5,4,3,0
14020,16774.0,2024,11,4,4,2,5,1,3,1,1,3,4,5,1,1,0,0,0,0,1,0,1,2.0,23.0,24.0,4188.664,1296.8,1167.12,0.0,0.30959752321981426,0.2786377708978328,0.0,3,5,5,3,4,3,4,5,3,0
14021,16775.0,2024,11,4,4,2,2,1,1,0,1,5,5,5,1,1,0,0,0,0,1,1,0,2.0,12.0,13.0,453.88,64.84,129.68,0.0,0.14285714285714288,0.28571428571428575,0.0,5,5,5,5,5,5,5,5,5,6
14026,16780.0,2024,11,4,4,1,2,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,7.0,7.0,8.0,2561.18,453.88,518.72,324.2,0.17721518987341772,0.20253164556962028,0.12658227848101267,5,5,5,3,3,4,3,3,4,1
14028,16782.0,2024,11,4,4,2,2,1,1,0,1,5,4,5,1,1,0,0,0,0,1,1,0,2.0,9.0,10.0,4422.088,1296.8,778.0799999999999,907.76,0.2932551319648094,0.1759530791788856,0.20527859237536658,4,5,5,4,5,5,4,5,4,6
14037,16791.0,2024,11,4,5,2,2,1,2,1,1,5,5,5,1,1,0,0,0,0,0,0,1,2.0,13.0,14.0,6308.659999999998,2145.0731043862625,536.2682760965656,750.7755865351918,0.34002040122407345,0.08500510030601836,0.1190071404284257,5,5,5,5,5,5,5,5,5,0
14038,16792.0,2024,11,4,99,2,2,1,1,0,1,5,4,5,0,1,0,0,0,0,0,0,0,2.0,8.0,9.0,2235.2235,542.5299757281554,271.2649878640777,271.2649878640777,0.24271844660194175,0.12135922330097088,0.12135922330097088,5,4,5,3,5,4,4,5,4,2
14040,16794.0,2024,11,4,99,2,4,1,2,1,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,10.0,11.0,2452.7634999999987,542.0471823204417,433.6377458563534,271.02359116022086,0.22099447513812157,0.17679558011049726,0.11049723756906078,5,5,5,4,5,4,4,5,5,3
14042,16796.0,2024,11,4,99,1,2,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,2.0,2.0,3.0,1090.41876,213.8076,106.9038,0.0,0.19607843137254902,0.09803921568627451,0.0,5,5,5,5,5,5,5,5,5,1
14048,16803.0,2024,11,4,99,2,2,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,2.0,6.0,7.0,1539.4147200000002,356.34600000000006,213.80760000000004,142.53840000000002,0.23148148148148148,0.1388888888888889,0.0925925925925926,5,5,5,5,5,5,5,5,5,2
14050,16805.0,2024,11,4,99,1,5,1,1,0,1,5,5,5,1,1,1,0,0,0,0,0,0,2.0,13.0,14.0,2256.9775,380.695,435.08000000000004,217.54000000000002,0.1686746987951807,0.1927710843373494,0.0963855421686747,5,5,5,4,5,5,5,5,5,5
14051,16806.0,2024,11,4,99,2,6,1,1,0,1,5,5,5,1,1,0,0,0,0,1,0,1,2.0,12.0,13.0,3045.559999999999,784.9381443298967,470.96288659793805,523.2920962199311,0.25773195876288657,0.15463917525773196,0.1718213058419244,4,5,5,4,5,5,5,5,4,6
14053,16808.0,2024,11,4,4,2,4,1,2,1,1,5,5,5,0,1,0,0,0,0,0,0,0,2.0,5.0,6.0,1910.01456,356.346,178.173,213.8076,0.18656716417910446,0.09328358208955223,0.11194029850746269,5,5,5,5,5,5,5,5,5,3
14056,16813.0,2024,11,4,1,1,5,1,2,1,1,4,3,4,0,1,0,0,0,0,0,0,0,1.0,4.0,5.0,900.2,224.48877805486288,179.5910224438903,179.5910224438903,0.2493765586034913,0.19950124688279303,0.19950124688279303,3,3,4,3,4,3,4,4,4,4
14058,16815.0,2024,11,4,1,2,4,1,4,1,1,5,5,5,2,0,0,0,0,1,0,1,0,6.0,3.0,4.0,712.8,198.0,99.0,66.0,0.2777777777777778,0.1388888888888889,0.0925925925925926,5,5,5,4,5,4,3,4,4,3
14061,16818.0,2024,11,4,4,1,4,1,1,0,1,5,4,5,0,1,0,0,0,0,0,0,0,2.0,4.0,5.0,792.1199999999999,273.14482758620693,204.85862068965517,0.0,0.34482758620689663,0.25862068965517243,0.0,5,5,4,3,5,4,3,4,2,1
14063,16820.0,2024,11,4,1,1,4,1,4,1,1,4,5,5,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,765.17,192.89999999999998,128.6,128.6,0.25210084033613445,0.16806722689075632,0.16806722689075632,5,4,4,2,4,4,3,3,2,4
14069,16826.0,2024,11,4,4,2,3,1,1,0,1,5,4,5,0,1,0,0,0,0,0,0,0,2.0,5.0,6.0,2808.1620000000003,574.5600000000001,430.92,359.1,0.20460358056265984,0.1534526854219949,0.1278772378516624,5,5,5,5,5,5,4,5,4,2
14075,16834.0,2024,11,4,4,2,4,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,2.0,5.0,6.0,2962.5750000000003,722.1389396709322,541.6042047531992,180.53473491773306,0.24375380865326016,0.1828153564899451,0.06093845216331504,4,4,4,4,4,4,4,4,3,2
14078,16837.0,2024,11,4,4,2,2,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,7.0,8.0,2187.96444,356.346,285.0768,356.346,0.16286644951140064,0.1302931596091205,0.16286644951140064,5,5,5,5,5,5,5,5,5,2
14082,16842.0,2024,11,4,4,2,5,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,2.0,4.0,5.0,1525.1608800000001,356.346,71.2692,0.0,0.23364485981308408,0.046728971962616814,0.0,5,5,5,5,5,5,5,5,5,2
14085,16845.0,2024,11,4,2,2,2,1,1,0,1,4,4,4,0,1,0,0,0,0,0,0,0,6.0,4.0,5.0,1401.6,320.0,192.0,320.0,0.22831050228310504,0.13698630136986303,0.22831050228310504,3,5,5,3,5,4,4,4,4,2
14100,16863.0,2024,11,4,4,2,5,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,2.0,5.0,6.0,2530.0,400.0,300.0,0.0,0.15810276679841898,0.11857707509881422,0.0,5,5,5,5,5,5,5,5,5,2
14110,16875.0,2024,11,4,4,1,3,1,1,0,1,5,5,5,1,1,0,0,0,0,1,0,0,7.0,7.0,8.0,1292.76,284.905785123967,142.4528925619835,178.06611570247935,0.22038567493112954,0.11019283746556477,0.13774104683195593,5,5,5,4,5,5,5,5,4,5
14112,16877.0,2024,11,4,4,1,5,1,1,0,1,4,4,4,1,1,1,0,0,0,0,0,1,2.0,3.0,4.0,600.691,132.02,59.409,66.01,0.21978021978021978,0.0989010989010989,0.10989010989010989,5,4,4,3,4,3,3,3,3,5
14125,16892.0,2024,11,4,4,1,3,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,2298.24,585.5388535031847,146.38471337579617,0.0,0.25477707006369427,0.06369426751592357,0.0,5,5,5,5,5,5,5,5,5,1
14126,16894.0,2024,11,4,2,2,4,1,1,0,1,5,5,5,1,1,0,0,1,0,0,0,0,2.0,4.0,5.0,1810.0,600.0,300.0,200.0,0.3314917127071823,0.16574585635359115,0.11049723756906077,5,5,5,5,5,5,5,5,5,6
14127,16895.0,2024,11,4,4,1,2,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,7.0,8.0,1885.2499999999998,230.84693877551018,230.84693877551018,307.7959183673469,0.12244897959183673,0.12244897959183673,0.163265306122449,5,5,5,5,5,5,5,5,5,1
14137,16906.0,2024,11,4,4,2,6,1,2,1,1,4,3,5,1,1,0,1,0,0,0,0,1,2.0,3.0,4.0,1617.245,132.5610655737705,82.85066598360656,33.14026639344262,0.0819672131147541,0.05122950819672132,0.020491803278688527,4,4,3,3,4,3,4,4,3,0
14141,16910.0,2024,11,4,4,2,5,1,1,0,1,4,4,5,1,1,1,0,0,0,0,0,1,2.0,3.0,4.0,2175.3999999999996,426.5490196078431,159.95588235294116,213.27450980392155,0.19607843137254904,0.07352941176470588,0.09803921568627452,4,5,5,4,5,5,5,1,1,6
14151,16921.0,2024,11,4,5,2,2,1,1,0,1,5,5,5,1,1,0,0,0,0,1,0,0,2.0,8.0,9.0,2284.1699999999996,215.99716312056734,215.99716312056734,323.995744680851,0.09456264775413711,0.09456264775413711,0.14184397163120566,5,5,5,5,5,5,5,5,5,6
14155,16926.0,2024,11,4,5,2,2,1,1,0,1,5,3,5,1,1,0,0,0,0,1,0,0,2.0,5.0,6.0,1999.9999999999998,552.9953917050691,184.33179723502303,368.66359447004606,0.2764976958525346,0.09216589861751152,0.18433179723502305,5,5,5,3,5,4,5,3,3,6
14156,16927.0,2024,11,4,4,1,3,1,1,0,1,5,4,5,1,1,1,0,0,0,0,0,0,1.0,7.0,8.0,1900.0,210.0,300.0,80.0,0.11052631578947368,0.15789473684210525,0.042105263157894736,5,5,5,5,5,4,5,5,5,5
14157,16930.0,2024,11,4,2,2,2,1,1,0,1,5,5,5,1,1,0,0,0,0,1,0,0,2.0,11.0,12.0,2850.0,1000.0,500.0,500.0,0.3508771929824561,0.17543859649122806,0.17543859649122806,5,5,5,5,5,5,5,5,5,6
14179,16953.0,2024,11,4,5,2,2,1,1,0,1,4,4,4,1,1,1,0,1,0,1,0,0,4.0,9.0,10.0,1734.0000000000005,403.0214991284138,352.64381173736206,302.26612434631033,0.2324230098779779,0.20337013364323067,0.17431725740848342,5,5,5,3,4,3,2,4,4,6
14181,16955.0,2024,11,4,5,2,3,1,2,1,1,5,5,5,1,1,0,0,0,0,1,0,0,4.0,5.0,6.0,2000.0,292.6829268292683,195.1219512195122,585.3658536585366,0.14634146341463414,0.0975609756097561,0.2926829268292683,5,5,5,5,5,5,5,4,4,0
14183,16957.0,2024,11,4,3,1,2,1,1,0,1,5,5,5,1,1,1,1,1,0,0,0,0,2.0,8.0,9.0,1900.0000000000002,408.4950183534347,398.53172522286314,298.8987939171474,0.21499737808075509,0.2097535395909806,0.15731515469323545,5,5,5,5,5,5,5,5,5,5
14193,16969.0,2024,11,4,3,2,4,1,4,1,1,5,5,5,0,1,0,0,0,0,0,0,0,2.0,1.0,2.0,1400.0,171.22302158273382,70.50359712230215,302.158273381295,0.1223021582733813,0.050359712230215826,0.21582733812949642,5,5,5,5,5,5,5,5,5,3
14198,16975.0,2024,11,4,5,2,4,1,1,0,1,5,5,5,1,1,1,0,1,0,0,0,0,2.0,5.0,6.0,1461.9999999999998,427.48538011695905,170.99415204678363,102.59649122807018,0.2923976608187135,0.1169590643274854,0.07017543859649124,5,5,5,4,5,4,5,5,5,6
14200,16977.0,2024,11,4,3,1,3,1,2,1,1,5,5,5,1,1,1,0,1,0,1,0,1,2.0,10.0,11.0,1725.5000000000002,716.4705882352943,597.0588235294118,0.0,0.4152249134948097,0.3460207612456747,0.0,5,5,5,5,5,5,5,5,5,5
14208,16985.0,2024,11,4,4,1,2,1,1,0,1,4,4,4,1,1,0,0,0,0,1,0,0,6.0,8.0,9.0,1945.1999999999998,394.29729729729723,197.14864864864862,525.7297297297297,0.2027027027027027,0.10135135135135134,0.2702702702702703,3,4,4,1,1,3,3,4,4,5
14219,16996.0,2024,11,4,1,2,3,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,2.0,14.0,15.0,2669.9999999999986,751.1816340310598,600.945307224848,600.945307224848,0.2813414359666892,0.2250731487733514,0.2250731487733514,5,5,5,4,5,5,5,5,5,2
14230,17007.0,2024,11,4,1,1,3,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,942.02,281.2,210.9,84.36,0.29850746268656714,0.22388059701492538,0.08955223880597014,5,5,5,5,5,5,5,5,5,1
14241,17020.0,2024,11,4,1,2,5,1,2,1,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,3.0,4.0,632.7000000000002,118.19670329670333,139.05494505494508,139.05494505494508,0.18681318681318682,0.21978021978021978,0.21978021978021978,5,5,5,5,5,5,5,5,5,3
14242,17021.0,2024,11,4,4,2,6,1,1,0,1,5,5,5,1,1,1,0,0,0,0,0,0,2.0,13.0,14.0,3729.565,998.099464763604,665.3996431757361,665.3996431757361,0.26761819803746656,0.17841213202497772,0.17841213202497772,5,5,5,3,5,5,4,3,3,6
14246,17026.0,2024,11,4,2,1,2,1,1,0,1,5,5,5,1,1,1,0,0,0,0,0,0,6.0,30.0,31.0,1425.384,0.0,178.173,712.692,0.0,0.125,0.5,5,5,5,5,5,5,5,5,5,5
14252,17033.0,2024,11,4,2,2,2,1,1,0,1,5,5,5,1,1,0,0,0,0,1,0,0,7.0,15.0,16.0,6500.0,765.6065959952886,1020.8087946603848,4083.2351786415393,0.11778563015312132,0.15704750687082844,0.6281900274833138,5,5,5,5,5,5,5,5,5,6
14260,17041.0,2024,11,4,1,2,6,1,1,0,1,4,5,5,0,1,0,0,0,0,0,0,0,6.0,3.0,4.0,1056.0,398.4905660377358,132.83018867924528,132.83018867924528,0.37735849056603765,0.12578616352201258,0.12578616352201258,5,4,4,3,5,5,5,5,2,2
14276,17063.0,2024,11,4,2,2,2,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,2.0,8.0,9.0,1496.6531999999997,106.90379999999999,142.53839999999997,712.6919999999999,0.07142857142857144,0.09523809523809523,0.4761904761904762,5,5,5,4,4,4,4,4,4,2
14293,17083.0,2024,11,4,4,2,3,1,2,1,1,5,4,5,1,1,0,0,0,0,1,0,0,4.0,8.0,9.0,2334.1499999999996,646.3799999999999,359.0999999999999,0.0,0.27692307692307694,0.15384615384615383,0.0,5,5,4,4,5,5,5,5,4,0
14295,17085.0,2024,11,4,1,2,3,1,3,1,1,5,5,5,0,1,0,0,0,0,0,0,0,4.0,5.0,6.0,1406.0,144.2051282051282,288.4102564102564,721.0256410256411,0.10256410256410256,0.20512820512820512,0.5128205128205129,5,5,5,5,5,5,5,5,5,3
14296,17086.0,2024,11,4,4,2,4,1,1,0,1,5,4,5,1,1,0,0,0,0,1,0,0,2.0,13.0,14.0,2693.2500000000005,1084.530201342282,361.510067114094,36.151006711409394,0.40268456375838924,0.1342281879194631,0.013422818791946305,4,5,5,4,5,5,5,5,4,6
14302,17095.0,2024,11,4,4,2,2,1,1,0,1,5,5,5,1,1,0,0,0,0,0,0,1,6.0,12.0,13.0,5027.400000000001,1461.453488372093,730.7267441860465,292.2906976744186,0.2906976744186046,0.1453488372093023,0.05813953488372092,4,4,3,4,4,4,4,4,4,6
14304,17097.0,2024,11,4,4,2,3,1,1,0,1,5,5,5,1,1,1,0,0,1,1,0,0,2.0,10.0,11.0,1848.28,134.91094890510948,67.45547445255474,202.36642335766422,0.072992700729927,0.0364963503649635,0.1094890510948905,5,5,5,5,5,5,5,5,5,6
14306,17100.0,2024,11,4,4,1,3,1,1,0,1,4,4,4,1,1,1,0,0,0,1,0,0,3.0,6.0,7.0,1617.2449999999997,231.03499999999997,132.01999999999998,99.01499999999999,0.14285714285714288,0.0816326530612245,0.06122448979591837,5,5,5,4,5,4,4,4,4,5
14311,17105.0,2024,11,4,4,1,6,1,1,0,1,5,5,5,1,1,0,0,0,0,1,0,0,2.0,6.0,7.0,1975.0500000000004,541.6042047531994,324.96252285191963,108.32084095063986,0.2742230347349177,0.16453382084095064,0.05484460694698354,5,5,5,5,5,5,5,5,5,5
14334,17129.0,2024,11,4,1,2,2,1,2,1,1,4,5,5,1,1,0,0,1,0,0,0,0,2.0,4.0,5.0,939.0,156.5,125.2,313.0,0.16666666666666666,0.13333333333333333,0.3333333333333333,4,4,5,5,5,5,5,5,5,0
14344,17140.0,2024,11,4,3,1,2,1,1,0,1,4,5,5,0,1,0,0,0,0,0,0,0,4.0,9.0,10.0,6600.0,1955.5555555555557,655.1111111111111,1466.6666666666667,0.29629629629629634,0.09925925925925926,0.22222222222222224,1,4,4,3,4,4,4,4,4,1
14345,17141.0,2024,11,4,3,2,2,1,1,0,1,5,5,5,1,1,0,0,0,0,1,0,0,2.0,6.0,7.0,1700.0000000000002,379.8882681564246,189.9441340782123,189.9441340782123,0.22346368715083798,0.11173184357541899,0.11173184357541899,5,5,5,5,5,5,5,5,3,6
14350,17146.0,2024,11,4,5,1,3,1,1,0,1,5,5,5,1,1,0,0,0,0,0,0,1,2.0,11.0,12.0,1950.0,645.0381679389313,396.9465648854962,248.0916030534351,0.33078880407124683,0.2035623409669211,0.1272264631043257,5,5,5,4,5,4,4,5,5,5
14352,17148.0,2024,11,4,5,2,5,1,1,0,1,5,4,5,0,1,0,0,0,0,0,0,0,6.0,6.0,7.0,2025.0,500.0,350.0,500.0,0.24691358024691357,0.1728395061728395,0.24691358024691357,3,5,5,3,5,4,5,3,5,2
14353,17150.0,2024,11,4,3,2,3,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,2.0,3.0,4.0,998.5359999999998,194.51999999999995,116.71199999999997,97.25999999999998,0.1948051948051948,0.11688311688311688,0.0974025974025974,4,5,5,5,5,5,5,5,5,2
14366,17170.0,2024,11,4,1,2,6,1,4,1,1,5,5,5,0,1,0,0,0,0,0,0,0,4.0,3.0,4.0,871.1999999999999,263.0037735849057,131.50188679245284,197.25283018867927,0.30188679245283023,0.15094339622641512,0.22641509433962267,4,3,4,4,3,3,2,3,3,3
14374,17178.0,2024,11,4,1,1,6,1,4,1,1,4,5,5,0,1,0,0,0,0,0,0,0,3.0,3.0,4.0,1980.0,331.1036789297659,198.66220735785956,993.3110367892978,0.16722408026755856,0.10033444816053513,0.5016722408026756,4,4,4,4,4,4,5,4,3,4
14449,17271.0,2024,11,4,5,1,2,1,1,0,1,5,5,5,1,1,0,0,0,0,1,1,0,2.0,55.0,56.0,5400.0,2000.0,900.0,1000.0,0.37037037037037035,0.16666666666666666,0.18518518518518517,5,5,5,5,5,5,5,5,5,5
14451,17276.0,2024,11,4,1,2,3,1,2,1,1,5,5,5,0,1,0,0,0,0,0,0,0,7.0,7.0,8.0,1251.3400000000001,281.20000000000005,281.20000000000005,393.68000000000006,0.22471910112359553,0.22471910112359553,0.3146067415730337,5,5,5,5,5,5,5,5,5,3
14456,17282.0,2024,11,4,4,1,4,1,1,0,1,4,3,4,0,1,0,0,0,0,0,0,0,6.0,2.0,3.0,1814.0,200.0,150.0,200.0,0.11025358324145534,0.08269018743109151,0.11025358324145534,4,4,4,3,4,4,4,4,4,1
14491,17321.0,2024,11,4,5,2,4,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,2.0,12.0,13.0,2550.0,0.0,154.38950554994955,1801.2108980827447,0.0,0.060544904137235116,0.7063572149344097,5,5,5,5,5,5,5,5,5,2
14492,17322.0,2024,11,4,5,2,4,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,7.0,9.0,10.0,3998.4,612.0,1122.0,510.00000000000006,0.15306122448979592,0.28061224489795916,0.12755102040816327,5,5,5,5,5,5,5,5,5,2
14497,17327.0,2024,11,4,2,1,2,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,2.0,5.0,6.0,1617.81084,285.0768,213.8076,356.346,0.17621145374449337,0.13215859030837004,0.22026431718061673,5,5,5,5,5,5,5,5,5,1
14501,17332.0,2024,11,4,1,1,3,1,2,1,1,4,5,4,1,1,0,0,0,0,1,0,0,3.0,8.0,9.0,995.34,156.5,156.5,156.5,0.15723270440251572,0.15723270440251572,0.15723270440251572,4,4,4,5,5,5,4,5,5,4
14504,17335.0,2024,11,4,1,2,2,1,1,0,1,5,4,5,0,1,0,0,0,0,0,0,0,3.0,4.0,5.0,1377.2000000000003,313.00000000000006,93.90000000000002,626.0000000000001,0.22727272727272727,0.06818181818181818,0.45454545454545453,4,4,5,4,4,4,3,4,4,2
14505,17337.0,2024,11,4,1,2,5,1,2,1,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,5.0,6.0,1298.9499999999998,235.31702898550722,94.12681159420289,627.5120772946859,0.18115942028985507,0.07246376811594203,0.48309178743961356,4,4,5,5,4,5,5,5,5,3
14511,17344.0,2024,11,4,3,1,6,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,6.0,3.0,4.0,1383.3333333333333,200.0,166.66666666666666,333.3333333333333,0.14457831325301207,0.12048192771084337,0.24096385542168675,5,5,5,5,5,5,5,5,5,1
14512,17345.0,2024,11,4,4,1,3,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,2.0,3.0,4.0,1895.7607199999998,213.80759999999998,213.80759999999998,0.0,0.11278195488721805,0.11278195488721805,0.0,5,5,5,5,5,5,5,5,5,1
14523,17357.0,2024,11,4,4,2,2,1,1,0,1,5,4,5,0,1,0,0,0,0,0,0,0,2.0,6.0,7.0,2187.96444,356.34600000000006,356.34600000000006,213.80760000000006,0.16286644951140067,0.16286644951140067,0.0977198697068404,5,5,5,4,5,4,5,4,4,2
14528,17362.0,2024,11,4,5,2,2,1,1,0,1,4,4,4,1,1,0,0,0,0,1,0,0,6.0,19.0,20.0,4426.938999999999,1631.5499999999997,543.8499999999999,1087.6999999999998,0.36855036855036855,0.12285012285012285,0.2457002457002457,4,4,4,2,5,4,4,4,4,6
14530,17364.0,2024,11,4,1,1,3,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,7.0,5.0,6.0,2099.9999999999995,318.64161849710985,455.20231213872825,606.9364161849711,0.15173410404624282,0.21676300578034682,0.2890173410404625,5,5,5,5,5,5,5,5,5,1
14531,17366.0,2024,11,4,4,1,3,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,6.0,7.0,2002.66452,285.0768,142.5384,0.0,0.14234875444839856,0.07117437722419928,0.0,5,5,5,5,5,5,5,5,5,1
14532,17367.0,2024,11,4,5,2,2,1,1,0,1,4,3,5,0,1,0,0,0,0,0,0,0,6.0,7.0,8.0,1794.705,336.5071875,336.5071875,0.0,0.1875,0.1875,0.0,4,5,5,3,5,3,3,5,5,2
14543,17378.0,2024,11,4,1,1,3,1,1,0,1,5,5,5,1,1,1,0,0,0,0,0,0,2.0,4.0,5.0,1299.9999999999995,249.61597542242694,199.6927803379416,299.5391705069124,0.19201228878648233,0.1536098310291859,0.23041474654377886,5,5,5,5,5,5,5,5,5,5
