Unnamed: 0,ID,year,month,quarter,country,gender,age,visit_purpose,num_visits,revisit_indicator,travel_type,satisfaction,revisit_intent,recommend_intent,visit_local_indicator,seoul,gyeonggi,incheon,gangwon,chungcheong,gyeongsang,jeolla,jeju,planned_activity,stay_duration,total_duration,total_expense,accommodation_cost,food_cost,shopping_cost,accommodation_percent,food_percent,shopping_percent,food,landscape,heritage,language,safety,budget,accommodation,transport,navigation,cluster
34501,500398.0,2019,5,2,1,2,3,1,1,0,1,5,5,5,2,0,0,0,0,0,0,0,1,3.0,2.0,3.0,569.114,74.2,371.0,74.2,0.1303780964797914,0.651890482398957,0.1303780964797914,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,2
34502,500399.0,2019,5,2,1,2,2,1,1,0,1,4,4,3,2,0,0,0,0,0,0,0,1,2.0,2.0,3.0,1484.0,148.4,1105.58,148.4,0.1,0.745,0.1,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2
34504,500441.0,2019,5,2,1,2,2,1,1,0,1,5,3,3,2,0,0,0,0,0,0,0,1,2.0,5.0,6.0,875.5600000000001,148.4,489.72,118.72,0.1694915254237288,0.559322033898305,0.135593220338983,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5
34505,500442.0,2019,5,2,1,2,2,1,2,1,1,4,4,4,2,0,0,0,0,0,0,0,1,2.0,3.0,4.0,1187.2,148.4,875.5600000000001,118.72,0.125,0.7375,0.0999999999999999,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,0
34510,501061.0,2019,5,2,1,2,2,1,2,1,1,5,4,4,0,1,0,0,0,0,0,0,0,3.0,16.0,17.0,2567.32,296.8,1484.0,593.6,0.1156069364161849,0.5780346820809248,0.2312138728323699,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3
34513,501064.0,2019,5,2,1,2,2,1,1,0,1,5,4,5,0,1,0,0,0,0,0,0,0,2.0,4.0,5.0,1261.4,185.5,742.0,296.8,0.1470588235294117,0.588235294117647,0.2352941176470588,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,2
34515,501084.0,2019,5,2,1,2,3,1,1,0,1,4,4,3,0,1,0,0,0,0,0,0,0,4.0,3.0,4.0,5575.0,160.0,5000.0,200.0,0.0286995515695067,0.8968609865470852,0.0358744394618834,4.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,4.0,2
34516,501185.0,2019,5,2,1,1,5,1,3,1,1,5,5,5,1,1,0,0,0,0,1,0,0,3.0,6.0,7.0,1151.584,148.4,742.0,148.4,0.1288659793814432,0.6443298969072164,0.1288659793814432,5.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,4
34519,501188.0,2019,5,2,1,1,5,1,1,0,1,4,4,4,0,1,0,0,0,0,0,0,0,3.0,3.0,4.0,831.0400000000001,296.8,222.6,222.6,0.3571428571428571,0.2678571428571428,0.2678571428571428,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,1
34522,400415.0,2019,4,2,1,2,3,1,2,1,1,5,5,5,1,1,0,0,1,0,0,0,0,4.0,3.0,4.0,2684.352,133.92,2232.0,148.79999999999998,0.0498891352549889,0.8314855875831486,0.0554323725055432,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0
34525,400512.0,2019,4,2,1,2,4,1,4,1,1,4,4,4,1,1,0,0,1,0,0,0,0,99.0,4.0,5.0,111600.0,37200.0,37200.0,14879.999999999998,0.3333333333333333,0.3333333333333333,0.1333333333333333,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,0
34527,400514.0,2019,4,2,1,2,4,1,1,0,1,4,3,4,0,1,0,0,0,0,0,0,0,3.0,3.0,4.0,1086.24,148.79999999999998,743.9999999999999,148.79999999999998,0.136986301369863,0.6849315068493149,0.136986301369863,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,2
34529,400718.0,2019,4,2,1,2,3,1,3,1,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,8.0,9.0,937.44,148.79999999999998,446.4,297.6,0.1587301587301587,0.4761904761904762,0.3174603174603174,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3
34530,400720.0,2019,4,2,1,2,3,1,2,1,1,3,3,4,0,1,0,0,0,0,0,0,0,2.0,2.0,3.0,610.0799999999999,148.79999999999998,148.79999999999998,148.79999999999998,0.2439024390243902,0.2439024390243902,0.2439024390243902,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
34531,400721.0,2019,4,2,1,2,2,1,2,1,1,4,4,4,0,1,0,0,0,0,0,0,0,3.0,4.0,5.0,2112.96,386.88,1487.9999999999998,148.79999999999998,0.1830985915492957,0.7042253521126759,0.0704225352112676,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3
34534,400754.0,2019,4,2,1,2,5,1,1,0,1,4,3,3,0,1,0,0,0,0,0,0,0,3.0,3.0,4.0,1672.512,74.39999999999999,1487.9999999999998,74.39999999999999,0.0444839857651245,0.889679715302491,0.0444839857651245,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,2
34535,400755.0,2019,4,2,1,1,6,1,1,0,1,4,3,2,0,1,0,0,0,0,0,0,0,2.0,3.0,4.0,2481.984,89.27999999999999,2232.0,119.04,0.0359712230215827,0.8992805755395684,0.0479616306954436,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,1
34536,400756.0,2019,4,2,1,1,5,1,4,1,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,3.0,4.0,1130.88,297.6,297.6,297.6,0.2631578947368421,0.2631578947368421,0.2631578947368421,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4
34538,400911.0,2019,4,2,1,2,3,1,1,0,1,5,4,4,2,0,0,0,0,0,0,0,1,2.0,3.0,4.0,743.9999999999999,111.6,368.28,111.6,0.15,0.495,0.15,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5
34539,400912.0,2019,4,2,1,1,2,1,1,0,1,5,4,4,2,0,0,0,0,0,0,0,1,2.0,3.0,4.0,743.9999999999999,111.6,405.48,111.6,0.15,0.545,0.15,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,1
34540,400920.0,2019,4,2,1,1,5,1,1,0,1,3,3,3,2,0,0,0,0,0,0,0,1,2.0,4.0,5.0,647.28,96.72,208.32,223.2,0.1494252873563218,0.3218390804597701,0.3448275862068966,4.0,5.0,5.0,4.0,3.0,1.0,4.0,3.0,5.0,6
34541,400933.0,2019,4,2,1,2,2,1,3,1,1,4,4,4,2,0,0,0,0,0,0,0,1,2.0,2.0,3.0,520.8,74.39999999999999,290.16,74.39999999999999,0.1428571428571428,0.5571428571428572,0.1428571428571428,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
34542,400934.0,2019,4,2,1,2,3,1,2,1,1,4,4,4,2,0,0,0,0,0,0,0,1,2.0,2.0,3.0,833.28,148.79999999999998,446.4,119.04,0.1785714285714285,0.5357142857142857,0.1428571428571428,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,0
34544,300713.0,2019,3,1,1,2,2,1,4,1,1,5,4,4,0,1,0,0,0,0,0,0,0,3.0,3.0,4.0,555.024,246.18,0.0,261.1,0.4435483870967742,0.0,0.4704301075268817,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3
34545,300739.0,2019,3,1,1,1,4,1,4,1,1,5,5,5,0,1,0,0,0,0,0,0,0,4.0,3.0,4.0,813.14,134.28,223.8,373.0,0.1651376146788991,0.2752293577981651,0.4587155963302752,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,4
34546,300746.0,2019,3,1,1,2,3,1,3,1,1,5,4,5,0,1,0,0,0,0,0,0,0,3.0,4.0,5.0,1678.5,119.36,1193.6,298.4,0.0711111111111111,0.711111111111111,0.1777777777777777,5.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,3
34547,300941.0,2019,3,1,1,2,2,1,3,1,1,4,4,4,0,1,0,0,0,0,0,0,0,4.0,3.0,4.0,5013.12,149.2,4476.0,298.4,0.0297619047619047,0.8928571428571429,0.0595238095238095,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3
34551,300946.0,2019,3,1,1,1,2,1,1,0,1,3,4,4,0,1,0,0,0,0,0,0,0,3.0,3.0,4.0,1268.2,104.44,1044.4,89.52,0.0823529411764705,0.823529411764706,0.0705882352941176,2.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,1
34552,300973.0,2019,3,1,1,2,3,1,4,1,1,4,4,4,0,1,0,0,0,0,0,0,0,4.0,3.0,4.0,3245.1,149.2,2984.0,89.52,0.0459770114942528,0.9195402298850576,0.0275862068965517,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,3
34553,301013.0,2019,3,1,1,2,5,1,1,0,1,4,4,4,0,1,0,0,0,0,0,0,0,4.0,2.0,3.0,954.88,89.52,746.0,74.6,0.09375,0.78125,0.078125,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2
34554,301014.0,2019,3,1,1,2,4,1,4,1,1,4,5,4,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,1700.88,74.6,1492.0,111.9,0.043859649122807,0.8771929824561404,0.0657894736842105,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3
34555,301015.0,2019,3,1,1,1,5,1,2,1,1,4,3,4,0,1,0,0,0,0,0,0,0,2.0,4.0,5.0,575.55432,65.40390000000001,436.026,43.6026,0.1136363636363636,0.7575757575757577,0.0757575757575757,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
34556,301091.0,2019,3,1,1,2,6,1,2,1,1,4,4,3,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,1092.144,149.2,746.0,149.2,0.1366120218579234,0.6830601092896175,0.1366120218579234,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3
34557,301092.0,2019,3,1,1,2,2,1,1,0,1,3,2,3,0,1,0,0,0,0,0,0,0,99.0,4.0,5.0,784.4936,149.2,447.6,149.2,0.1901863826550018,0.5705591479650057,0.1901863826550018,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2
34558,301094.0,2019,3,1,1,2,2,1,4,1,1,5,5,5,0,1,0,0,0,0,0,0,0,4.0,2.0,3.0,2196.224,238.72,1492.0,298.4,0.108695652173913,0.6793478260869564,0.1358695652173913,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3
34560,301106.0,2019,3,1,1,2,3,1,2,1,1,5,5,5,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,2073.88,298.4,1492.0,223.8,0.1438848920863309,0.7194244604316546,0.1079136690647482,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3
34561,301227.0,2019,3,1,1,2,3,1,3,1,1,5,5,5,2,0,0,0,0,0,1,0,0,2.0,5.0,6.0,746.0,208.88,298.4,149.2,0.2799999999999999,0.3999999999999999,0.1999999999999999,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0
34563,301284.0,2019,3,1,1,1,2,1,2,1,1,4,4,4,1,1,0,0,0,0,1,0,0,3.0,4.0,5.0,1248.804,298.4,298.4,447.6,0.2389486260454002,0.2389486260454002,0.3584229390681003,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4
34564,301363.0,2019,3,1,1,2,4,1,1,0,1,3,2,3,2,0,0,0,0,0,0,0,1,99.0,4.0,5.0,1342.8,671.4,149.2,447.6,0.5,0.1111111111111111,0.3333333333333333,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5
34567,100263.0,2019,1,1,1,2,2,1,2,1,1,5,4,4,0,1,0,0,0,0,0,0,0,1.0,4.0,5.0,2114.115,72.75,436.5,116.4,0.0344115622849277,0.2064693737095664,0.0550584996558843,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3
34569,100269.0,2019,1,1,1,2,2,1,4,1,1,4,5,5,0,1,0,0,0,0,0,0,0,1.0,4.0,5.0,2997.3,465.6,1018.5,727.5,0.1553398058252427,0.3398058252427184,0.2427184466019417,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3
34570,100270.0,2019,1,1,1,2,2,1,1,0,1,4,4,4,0,1,0,0,0,0,0,0,0,3.0,4.0,5.0,960.3,247.35,436.5,218.25,0.2575757575757575,0.4545454545454545,0.2272727272727272,5.0,5.0,5.0,4.0,2.0,1.0,5.0,3.0,5.0,2
34571,100271.0,2019,1,1,1,1,2,1,1,0,1,4,5,5,0,1,0,0,0,0,0,0,0,3.0,3.0,4.0,1076.6999999999998,145.5,727.5,145.5,0.1351351351351351,0.6756756756756758,0.1351351351351351,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
34572,100277.0,2019,1,1,1,1,5,1,1,0,1,5,3,4,1,1,0,1,0,0,0,0,0,2.0,4.0,5.0,1535.025,436.5,727.5,291.0,0.2843601895734597,0.4739336492890996,0.1895734597156398,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,6
34573,100278.0,2019,1,1,1,2,3,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,4.0,5.0,851.175,145.5,582.0,109.125,0.1709401709401709,0.6837606837606838,0.1282051282051282,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2
34575,100280.0,2019,1,1,1,2,4,1,1,0,1,4,3,4,0,1,0,0,0,0,0,0,0,2.0,4.0,5.0,624.1949999999999,218.25,291.0,109.125,0.3496503496503496,0.4662004662004662,0.1748251748251748,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,2
34576,100434.0,2019,1,1,1,1,2,1,3,1,1,5,4,4,0,1,0,0,0,0,0,0,0,3.0,4.0,5.0,1236.75,0.0,1018.5,145.5,0.0,0.8235294117647058,0.1176470588235294,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4
34577,100643.0,2019,1,1,1,2,2,1,1,0,1,4,4,4,2,0,0,0,0,0,1,0,0,3.0,2.0,3.0,769.6919999999999,128.28199999999998,503.965,119.119,0.1666666666666666,0.6547619047619048,0.1547619047619047,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2
34582,103145.0,2019,1,1,1,2,2,1,1,0,1,4,3,3,0,1,0,0,0,0,0,0,0,3.0,4.0,5.0,1134.9,291.0,582.0,218.25,0.2564102564102564,0.5128205128205129,0.1923076923076923,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2
34583,103263.0,2019,1,1,1,1,4,1,2,1,1,4,4,4,2,0,0,0,0,0,0,0,1,4.0,4.0,5.0,1455.0,109.125,1153.0875,145.5,0.0749999999999999,0.7924999999999999,0.1,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4
34587,205319.0,2019,2,1,1,1,4,1,3,1,1,5,5,5,1,1,0,0,0,0,0,0,1,4.0,6.0,7.0,1167.8625,222.45,370.75,185.375,0.1904761904761904,0.3174603174603174,0.1587301587301587,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4
34589,205322.0,2019,2,1,1,1,5,1,4,1,1,5,5,5,0,1,0,0,0,0,0,0,0,8.0,3.0,4.0,1383.9355999999998,741.4999999999999,444.9,148.29999999999998,0.5357908272610373,0.3214744963566224,0.1071581654522074,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4
34591,205616.0,2019,2,1,1,2,2,1,2,1,1,5,5,5,2,0,0,0,0,0,1,0,0,6.0,19.0,20.0,3513.148,1405.2592,491.84072,351.3148,0.4,0.14,0.1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0
34592,205653.0,2019,2,1,1,2,2,1,3,1,1,4,4,4,2,0,0,0,0,0,1,0,0,3.0,3.0,4.0,630.275,74.14999999999999,311.42999999999995,133.47,0.1176470588235294,0.4941176470588235,0.2117647058823529,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,3
34595,206265.0,2019,2,1,1,2,5,1,2,1,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,2.0,3.0,1300.0,200.0,800.0,100.0,0.1538461538461538,0.6153846153846154,0.0769230769230769,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3
34597,206379.0,2019,2,1,1,1,2,1,3,1,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,4.0,5.0,2573.005,148.29999999999998,2224.5,148.29999999999998,0.0576368876080691,0.8645533141210375,0.0576368876080691,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4
34598,206380.0,2019,2,1,1,2,4,1,3,1,1,4,4,4,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,3648.18,148.29999999999998,2965.9999999999995,222.45,0.040650406504065,0.8130081300813007,0.0609756097560975,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3
34600,206391.0,2019,2,1,1,1,4,1,4,1,1,4,4,4,0,1,0,0,0,0,0,0,0,3.0,5.0,6.0,1653.5449999999998,370.75,963.95,222.45,0.2242152466367712,0.5829596412556054,0.1345291479820627,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
34601,206392.0,2019,2,1,1,2,2,1,4,1,1,5,3,3,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,7993.369999999999,370.75,7414.999999999999,148.29999999999998,0.046382189239332,0.927643784786642,0.0185528756957328,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,3
34603,1200803.0,2019,12,4,1,2,2,1,4,1,1,5,4,4,0,1,0,0,0,0,0,0,0,3.0,3.0,4.0,1740.725,142.1,1421.0,142.1,0.0816326530612244,0.8163265306122448,0.0816326530612244,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3
34604,1200807.0,2019,12,4,1,2,2,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,4.0,2.0,3.0,1406.79,284.2,710.5,284.2,0.202020202020202,0.5050505050505051,0.202020202020202,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2
34607,1202263.0,2019,12,4,1,1,3,1,4,1,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,5.0,6.0,2223.865,426.3,1421.0,213.15,0.1916932907348242,0.6389776357827476,0.0958466453674121,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4
34610,1202270.0,2019,12,4,1,2,3,1,1,0,1,4,4,4,0,1,0,0,0,0,0,0,0,2.0,3.0,4.0,1079.96,142.1,710.5,142.1,0.131578947368421,0.6578947368421052,0.131578947368421,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,2
34613,1202277.0,2019,12,4,1,2,5,1,1,0,1,4,4,4,0,1,0,0,0,0,0,0,0,99.0,3.0,4.0,468.93,142.1,142.1,142.1,0.303030303030303,0.303030303030303,0.303030303030303,3.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,2
34614,1202280.0,2019,12,4,1,2,3,1,2,1,1,4,4,4,0,1,0,0,0,0,0,0,0,4.0,3.0,4.0,795.76,142.1,426.3,142.1,0.1785714285714285,0.5357142857142857,0.1785714285714285,4.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,3
34615,1204007.0,2019,12,4,1,2,6,1,1,0,1,5,4,4,0,1,0,0,0,0,0,0,0,3.0,4.0,5.0,1264.69,213.15,710.5,213.15,0.1685393258426966,0.5617977528089887,0.1685393258426966,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2
34616,1204008.0,2019,12,4,1,2,3,1,4,1,1,4,5,5,0,1,0,0,0,0,0,0,0,3.0,3.0,4.0,2890.3140000000003,426.3,2131.5,284.2,0.1474926253687315,0.7374631268436578,0.0983284169124877,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3
34617,1204009.0,2019,12,4,1,1,5,1,2,1,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,3.0,4.0,1401.106,468.93,710.5,142.1,0.3346855983772819,0.5070993914807302,0.101419878296146,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4
34620,1204029.0,2019,12,4,1,2,3,1,3,1,1,4,4,4,1,1,0,0,1,0,0,0,0,3.0,3.0,4.0,1392.58,284.2,568.4,426.3,0.2040816326530612,0.4081632653061224,0.3061224489795918,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,0
34621,1204038.0,2019,12,4,1,2,2,1,1,0,1,4,3,3,0,1,0,0,0,0,0,0,0,3.0,4.0,5.0,426.3,142.1,71.05,170.52,0.3333333333333333,0.1666666666666666,0.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2
34622,1204128.0,2019,12,4,1,1,5,1,4,1,1,4,4,4,2,0,0,0,0,0,0,0,1,3.0,3.0,4.0,1013.173,127.89,710.5,127.89,0.126227208976157,0.7012622720897616,0.126227208976157,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
34623,1204129.0,2019,12,4,1,2,2,1,2,1,1,4,4,4,2,0,0,0,0,0,0,0,1,2.0,4.0,5.0,1854.405,227.36,1421.0,184.73,0.1226053639846743,0.7662835249042146,0.0996168582375479,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,0
34624,1204140.0,2019,12,4,1,2,5,1,3,1,1,4,4,4,2,0,0,0,0,0,0,0,1,2.0,3.0,4.0,1158.115,99.47,923.65,106.575,0.0858895705521472,0.7975460122699386,0.0920245398773006,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,0
34625,1204144.0,2019,12,4,1,1,4,1,2,1,1,4,4,4,2,0,0,0,0,0,0,0,1,2.0,4.0,5.0,1169.483,170.52,710.5,213.15,0.1458080194410692,0.6075334143377886,0.1822600243013366,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4
34626,1204145.0,2019,12,4,1,1,4,1,2,1,1,5,5,5,2,0,0,0,0,0,0,0,1,3.0,2.0,3.0,958.8908,113.68,710.5,99.47,0.1185536455245998,0.7409602845287493,0.1037344398340248,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4
34627,1204151.0,2019,12,4,1,2,4,1,2,1,1,4,4,4,2,0,0,0,0,0,0,0,1,2.0,2.0,3.0,714.0525,56.84,568.4,85.26,0.0796019900497512,0.7960199004975124,0.1194029850746268,2.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,0
34628,1204156.0,2019,12,4,1,2,3,1,4,1,1,4,4,4,2,0,0,0,0,0,0,0,1,3.0,3.0,4.0,571.9525,85.26,355.25,113.68,0.1490683229813664,0.6211180124223603,0.1987577639751553,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3
34629,1204157.0,2019,12,4,1,1,3,1,4,1,1,4,4,4,2,0,0,0,0,0,0,0,1,3.0,4.0,5.0,1446.578,92.365,1065.75,213.15,0.0638506876227898,0.7367387033398821,0.1473477406679764,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4
34630,1205601.0,2019,12,4,1,2,2,1,1,0,1,4,4,4,2,0,0,0,0,0,1,0,0,2.0,3.0,4.0,1023.12,213.15,426.3,241.57,0.2083333333333333,0.4166666666666667,0.2361111111111111,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5
34631,1207012.0,2019,12,4,1,2,2,1,2,1,1,4,4,4,1,1,0,0,0,0,1,0,0,3.0,3.0,4.0,927.913,156.31,468.93,134.995,0.1684532924961715,0.5053598774885145,0.1454823889739663,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,0
34637,1102233.0,2019,11,4,1,2,4,1,2,1,1,4,4,4,0,1,0,0,0,0,0,0,0,8.0,3.0,4.0,1490.9999999999998,568.0,568.0,284.0,0.380952380952381,0.380952380952381,0.1904761904761905,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,3
34639,1102247.0,2019,11,4,1,1,3,1,3,1,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,2.0,3.0,3251.8,113.6,2839.9999999999995,213.0,0.0349344978165938,0.8733624454148471,0.0655021834061135,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4
34641,1103601.0,2019,11,4,1,1,3,1,1,0,1,5,4,4,0,1,0,0,0,0,0,0,0,2.0,4.0,5.0,638.9999999999999,170.39999999999998,284.0,142.0,0.2666666666666666,0.4444444444444445,0.2222222222222222,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1
34642,1103623.0,2019,11,4,1,2,6,1,4,1,1,4,4,4,0,1,0,0,0,0,0,0,0,99.0,3.0,4.0,1065.0,142.0,709.9999999999999,142.0,0.1333333333333333,0.6666666666666665,0.1333333333333333,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3
34643,1103624.0,2019,11,4,1,2,2,1,3,1,1,4,5,4,0,1,0,0,0,0,0,0,0,8.0,4.0,5.0,1963.86,1065.0,426.0,284.0,0.5422993492407809,0.2169197396963123,0.1446131597975415,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3
34644,1104103.0,2019,11,4,1,2,2,1,1,0,1,4,2,2,2,0,0,0,0,0,0,0,1,4.0,2.0,3.0,851.9999999999999,142.0,426.0,142.0,0.1666666666666666,0.5,0.1666666666666666,3.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,2
34645,1104125.0,2019,11,4,1,2,3,1,1,0,1,3,3,3,2,0,0,0,0,0,0,0,1,3.0,6.0,7.0,709.9999999999999,85.19999999999999,442.33,142.0,0.12,0.6230000000000001,0.2,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2
34646,1104127.0,2019,11,4,1,2,2,1,1,0,1,4,2,3,2,0,0,0,0,0,0,0,1,4.0,2.0,3.0,2967.8,35.5,2839.9999999999995,71.0,0.0119617224880382,0.956937799043062,0.0239234449760765,5.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,2
34650,1104148.0,2019,11,4,1,2,4,1,2,1,1,4,4,4,2,0,0,0,0,0,0,0,1,2.0,2.0,3.0,851.9999999999999,85.19999999999999,440.2,142.0,0.1,0.5166666666666667,0.1666666666666666,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,0
34651,1104149.0,2019,11,4,1,2,5,1,4,1,1,4,4,4,2,0,0,0,0,0,0,0,1,3.0,3.0,4.0,2839.9999999999995,113.6,2433.88,255.6,0.04,0.857,0.09,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3
34652,1104150.0,2019,11,4,1,2,4,1,4,1,1,4,4,4,2,0,0,0,0,0,0,0,1,4.0,2.0,3.0,2839.9999999999995,99.4,2570.2,113.6,0.035,0.905,0.04,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3
34653,1104166.0,2019,11,4,1,2,3,1,1,0,1,4,4,4,2,0,0,0,0,0,0,0,1,2.0,3.0,4.0,1419.9999999999998,71.0,1129.61,177.49999999999997,0.05,0.7955000000000001,0.125,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5
34655,1105626.0,2019,11,4,1,2,3,1,1,0,1,4,4,4,2,0,0,0,0,0,1,0,0,3.0,4.0,5.0,610.5999999999999,227.2,170.39999999999998,142.0,0.372093023255814,0.2790697674418604,0.2325581395348837,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,2
